<node>	<field>	<description>	<type>	<terms>	<pattern>	<maximum>	<minimum>	<options1>	<options2>	<options3>	<options4>	<options5>	<options6>	<options7>	<options8>
exposure	white_wine_unknown	White Wine-servings unknown. Variable from Alcohol RFQ Form (wwsvdk)	enum					Don't Know | Never Drank | Refused 							
exposure	work_areas	Have You Ever Worked In The Following Areas- Agriculture, Cleaning, Galvanizing, Industrial Painting, Metal Smelting, Milling, Petrochemistry, Welding, Woodworking	enum					No | Yes (specify) 							
exposure	work_areas_specify	If 'Yes (specify)' was choosen for work_areas, specify work areas (free text)	string												
exposure	years_hrt_taken_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 02a. How Long HRT Taken Regularly (years) (hrt02a)	integer			89	0								
exposure	years_since_first_took_bc_pills_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 12. Years Since First Took BC Pills Regularly (hrt12)	integer			89	0								
exposure	years_since_first_took_estrogen_progest_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 06. Years Since First Took Estrogen Or Progesterone (Cream, Suppository, Progest) Regularly (hrt06)	integer			89	0								
exposure	years_since_last_took_bc_pills_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 14. Years Since Last Took BC Pills Regularly (hrt14)	integer			89	0								
exposure	years_since_last_took_hrt_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 04. Years Since Last Took HRT Regularly (hrt04)	integer			89	0								
exposure	years_smoked		number	_terms.yaml#/years_smoked											
exposure	yrs_since_last_took_estrogen_progest_regularly	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 08. Years Since Last Took Estrogen Or Progesterone (Cream, Suppository, Progest) Regularly (hrt08)	integer			89	0								
exposure	yrs_since_received_estrogen_injection	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 10. Years Since Received An Estrogen Injection (hrt10)	integer			89	0								
imaging_report	atlas	Atlas used for data output from scans.	string												
imaging_report	data_category		string	_terms.yaml#/data_category											
imaging_report	data_format		string	_terms.yaml#/data_format											
imaging_report	data_type		string	_terms.yaml#/data_type											
imaging_report	derivation_method	The name, version and description of the method, script or workflow used to generate the derived or combined image	string												
imaging_report	scan_identifier	Identifier given to this scan.	string												
aligned_reads_file	alignment_workflow	Indicate the alignment workflow or pipeline used for alignment of unaligned reads.	string												
aligned_reads_file	data_category		string	_terms.yaml#/data_category											
aligned_reads_file	data_format		enum	_terms.yaml#/data_format				BAM 							
aligned_reads_file	data_type		enum	_terms.yaml#/data_type				Aligned Reads 							
aligned_reads_file	experimental_strategy		string	_terms.yaml#/experimental_strategy											
aligned_reads_file	molecular_tagging_workflow	A description of the specific bioinformatics workflow or pipeline used for molecular tagging of sequenced reads.	string												
medication	comments	Any general comments about the medication being taken (free text).	string												
medication	active_deep_brain_stimulation_electrodes	Were active deep brain stimulation electrodes used? (Variable from Levodopa Equivalent Dose Form, actdbs)	boolean												
medication	age_at_assessment	The age of the subject when the information was recorded in days, if the age is less than 90 years	integer			32872	0								
medication	age_at_assessment_gt89	Indicates whether the age of the subject when the information was recorded is greater than 89 years	enum					No | Yes 							
medication	anti_inflam_other_not_periods	During this time, periods X years or more NOT regularly taking other anti-inflammatory meds. Variable from Anti-Inflammatory Meds RFQ Form (AINNOT)	enum					Don't Know | No | Refused | Yes 							
medication	anti_inflam_other_not_years	How many years total did you NOT take other anti-inflammatory meds. Variable from Anti-Inflammatory Meds RFQ Form (AINNOTYR)	integer												
medication	anti_inflam_other_pills_per_week	Other anti-inflammatory meds-pills per week. Variable from Anti-Inflammatory Meds RFQ Form (AINPLWK)	integer												
medication	anti_inflam_other_pills_unknown	Other anti-inflammatory meds-pills unknown. Variable from Anti-Inflammatory Meds RFQ Form (AINPLDK)	enum					Currently Take | Don't Know | Refused 							
medication	anti_inflam_other_regular	Regularly taken other anti-inflammatory meds. Variable from Anti-Inflammatory Meds RFQ Form (AINREG)	enum					Don't Know | No | Refused | Yes 							
medication	anti_inflam_other_start_age	Age started taking other anti-inflammatory meds. Variable from Anti-Inflammatory Meds RFQ Form (AINAGSTR)	integer			89	0								
medication	anti_inflam_other_start_unknown	Age or Year started taking other anti-inflammatory meds unknown. Variable from Anti-Inflammatory Meds RFQ Form (AINSTRDK)	enum					Currently Take | Don't Know | Refused 							
medication	anti_inflam_other_start_year	Year started taking other anti-inflammatory meds. Variable from Anti-Inflammatory Meds RFQ Form (AINYRSTR)	integer												
medication	anti_inflam_other_stop_age_unknown	Age stopped taking other anti-inflammatory meds unknown. Variable from Anti-Inflammatory Meds RFQ Form (AINAGSTP)	integer			89	0								
medication	anti_inflam_other_stop_year_unknown	Age or Year stopped taking other anti-inflammatory meds unknown. Variable from Anti-Inflammatory Meds RFQ Form (AINSTPDK)	enum					Currently Take | Don't Know | Refused 							
medication	anti_inflam_periods_avg_years_alcohol	Flag-period over which average use reported. Variable from Anti-Inflammatory Meds RFQ Form (antiinfl_AVGLTRG)	enum					Average Over Lifetime | During Time Of Regular Use 							
medication	anti_inflam_periods_totaling_years	Flag-periods totaling X amount of years. Variable from Anti-Inflammatory Meds RFQ Form (antiinfl_NOTREGN)	integer												
medication	antidepressants_60days_more	Has The Subject Ever Taken Any New Anti-Depressants Or Mood Stabilizing Medications For More Than 60 Days	enum					No | Unknown | Yes 							
medication	antipsychotic_60days_more	Has The Subject Ever Taken Any New Anti-Psychotics For More Than 60 Days	enum					No | Unknown | Yes 							
medication	aspirin_not_periods	During this time, periods X years or more NOT regularly taking aspirin. Variable from Anti-Inflammatory Meds RFQ Form (ASPNOT)	enum					Don't Know | No | Refused | Yes 							
medication	aspirin_not_years	How many years total did you NOT take aspirin. Variable from Anti-Inflammatory Meds RFQ Form (ASPNOTYR)	integer			89	0								
medication	aspirin_pills_per_week	Aspirin-pills per week. Variable from Anti-Inflammatory Meds RFQ Form (ASPPLWK)	integer												
medication	aspirin_pills_unknown	Aspirin-pills unknown. Variable from Anti-Inflammatory Meds RFQ Form (ASPPLDK)	enum					Currently Take | Don't Know | Refused 							
medication	aspirin_regular	Regularly taken aspirin. Variable from Anti-Inflammatory Meds RFQ Form (ASPREG)	enum					Don't Know | No | Refused | Yes 							
medication	aspirin_start_age	Age started taking aspirin. Variable from Anti-Inflammatory Meds RFQ Form (ASPAGSTR)	integer			89	0								
medication	aspirin_start_unknown	Age or Year started taking aspirin unknown. Variable from Anti-Inflammatory Meds RFQ Form (ASPSTRDK)	enum					Currently Take | Don't Know | Refused 							
medication	aspirin_start_year	Year started taking aspirin. Variable from Anti-Inflammatory Meds RFQ Form (ASPYRSTR)	integer												
medication	aspirin_stop_age_unknown	Age stopped taking aspirin unknown. Variable from Anti-Inflammatory Meds RFQ Form (ASPAGSTP)	integer			89	0								
medication	aspirin_stop_unknown	Age or Year stopped taking aspirin unknown. Variable from Anti-Inflammatory Meds RFQ Form (ASPSTPDK)	enum					Currently Take | Don't Know | Refused 							
medication	aspirin_stop_year_unknown	Year stopped taking aspirin unknown. Variable from Anti-Inflammatory Meds RFQ Form (ASPYRSTP)	integer												
medication	days_from_enrollment_to_discontinued	The number of days between study enrollment and date medication was discontinued.	integer												
medication	days_to_change	Days from index date to date medications were changed	integer												
medication	days_to_discontinued	Days from study subject Index Date to date medication was discontinued	integer												
medication	days_to_dispense	Days from index date to date medications were dispensed	integer												
medication	days_to_dispense_follow_up	Days to dispense follow-up	integer												
medication	days_to_dispense_washout	Days to dispense washout	integer												
medication	days_to_medication_log	Days to medication log	integer												
medication	days_to_pd_medication_initiation	The number of days between the case Index Date and the Date Of PD Medication Initiation	integer												
medication	days_to_start	Days from index date to date medications were started	integer												
medication	days_to_start_pac_drug_form	Days to start pac drug form	integer												
medication	days_to_start_vitamins	Days to start vitamins	integer												
medication	days_to_start_washout_packet	Days to start washout packet	integer												
medication	days_to_stop	Days from index date to date medications were stopped	integer												
medication	deprenyl_number_missed_doses	Number of missed deprenyl doses	integer												
medication	diabetes_medication_type	Text term used to describe the type of medication the patient is using to treat their diabetes.	enum					Infusion pump | Insulin only | No treatment | Pill and insulin | Pill only 							
medication	dose_frequency	Dose frequency	enum					BID | HS | Other, Specify | PRN | QAM | QD | QID | QMT | QOD | QPM | QWK | TID | Unknown | q2h | q4h | q6h | q8h 							
medication	dose_frequency_specify	"Dose frequency ""Other"	string												
medication	doses_per_day	Concomitant Medication Doses Per Day	number												
medication	doses_per_day_units	Concomitant Medication Doses Per Day Units	string												
medication	dosing_schedule	Concomitant Medication Dosing Schedule	enum					Cyclical | Daily | PRN 							
medication	drug_category	Concomitant Medication Drug Category	enum					Antidepressants | Antiparkinson Drugs | Antipsychotics/Neuroleptic | Miscellaneous drugs commonly used in PD | Other General Drug Categories (specify) | Sedative/Hypnotics | Unknown 							
medication	drug_category_other	Concomitant Medication Drug Category if 'Other' was chosen for 'drug_category	string												
medication	drug_class	Concomitant Medication Drug Class	string												
medication	exclusionary_med_flag	Concomitant Medication Exclusionary Medication Flag	enum					No | Not Applicable | Yes 							
medication	first_reason_discontinued	1st Reason Discontinued	enum					Forgetfulness | Investigator Discontinued Experimental Drug (Record On Form 6000) | Other | Physician Other Than Investigator Discontinued Drug | Subject Discontinued Self 							
medication	full_updrs_assessed	Was The Full UPDRS Assessed	boolean												
medication	how_start_pac_provided	How Start-pac Provided	enum					Mailed To Patient By Courier | Other | Picked Up At Research Site 							
medication	hypertension_treatment	Indicates whether the patient is receiving medication for hypertension.	enum					No | Unknown | Yes 							
medication	ibuprofen_based_non_aspirin_not_periods	During this time, periods X years or more NOT regularly taking ibuprofen-based non-aspirin. Variable from Anti-Inflammatory Meds RFQ Form (IBUNOT)	enum					Don't Know | No | Refused | Yes 							
medication	ibuprofen_based_non_aspirin_not_years	How many years total did you NOT take ibuprofen-based non-aspirin. Variable from Anti-Inflammatory Meds RFQ Form (IBUNOTYR)	integer			89	0								
medication	ibuprofen_based_non_aspirin_regular	Regularly taken ibuprofen-based non-aspirin. Variable from Anti-Inflammatory Meds RFQ Form (IBUREG)	enum					Don't Know | No | Refused | Yes 							
medication	ibuprofen_based_non_aspirin_start_age	Age started taking ibuprofen-based non-aspirin. Variable from Anti-Inflammatory Meds RFQ Form (IBUAGSTR)	integer			89	0								
medication	ibuprofen_based_non_aspirin_start_unknown	Age or Year started taking ibuprofen-based non-aspirin unknown. Variable from Anti-Inflammatory Meds RFQ Form (IBUSTRDK)	enum					Currently Take | Don't Know | Refused 							
medication	ibuprofen_based_non_aspirin_start_year	Year started taking ibuprofen-based non-aspirin. Variable from Anti-Inflammatory Meds RFQ Form (IBUYRSTR)	integer												
medication	ibuprofen_based_non_aspirin_stop_age	Age stopped taking ibuprofen-based non-aspirin. Variable from Anti-Inflammatory Meds RFQ Form (IBUAGSTP)	integer			89	0								
medication	ibuprofen_based_non_aspirin_stop_unknown	Age or Year stopped taking ibuprofen-based non-aspirin unknown. Variable from Anti-Inflammatory Meds RFQ Form (IBUSTPDK)	enum					Currently Take | Don't Know | Refused 							
medication	ibuprofen_based_non_aspirin_stop_year	Year stopped taking ibuprofen-based non-aspirin. Variable from Anti-Inflammatory Meds RFQ Form (IBUYRSTP)	integer												
medication	ibuprofen_based_pills_per_week	Ibuprofen-based med-pills per week. Variable from Anti-Inflammatory Meds RFQ Form (IBUPLWK)	integer												
medication	ibuprofen_based_pills_unknown	Ibuprofen-based med-pills unknown. Variable from Anti-Inflammatory Meds RFQ Form (IBUPLDK)	enum					Currently Take | Don't Know | Refused 							
medication	independent_administration	Is An Independent Administration Of Medications Still Possible And To What Extent	enum					Every Single Dose Has To Be Given And Controlled | Medication Is Being Provided, Control Necessary | Medication Is Being Provided, No Further Help Necessary | Yes, Totally Independent 							
medication	indication	Concomitant Medication Indication	string												
medication	indication_meddra_term	Concomitant Medication Indication MedDRA Preffered Term	string												
medication	last_visit_on_drug	Was subject on drug during last visit?	boolean												
medication	levodopa_equivalent_dose_dopamine	Ingested Levodopa Equivalent Dose Of Dopamine Agonists At Visit Admission Day (mg)	number												
medication	levodopa_equivalent_dose_pd_meds	Ingested Levodopa Equivalent Dose Of Other PD Medication At Visit Admission Day (mg)	number												
medication	listing_status	Concomitant Medication Listing Status	enum					Change In Daily/PRN/Cyclical | Delete Listing Of Drug (Drug Discontinued) | Dose Change Only | New Or First Listing Of Drug | No Change 							
medication	medication_change_since_last_visit	Changes In Medications Since The Last Study Visit	boolean												
medication	medication_detail_2	Dosage	string												
medication	medication_name	Concomitant Medication Name	string												
medication	memory_loss_demetia_meds_60days_more	Has The Subject Taken Any New Medications For Memory Loss Or Dimentia For More Than 60 Days Since The Last Visit	enum					No | Unknown | Yes 							
medication	metoclopramide_60days_more	Has The Subject Ever Taken Metoclopramide (Reglan) For More Than 60 Days	enum					No | Unknown | Yes 							
medication	non_datatop_otc_drugs_multivitamin	Non-DATATOP OTC Drugs and Multivitamin	boolean												
medication	num_pills_per_day	Number of pills per day (Combo drugs only)	number												
medication	number_of_missed_doses	Number of Missed Doses	integer												
medication	number_of_multivitamin_bottles_newly_dispensed	Number Of Multivitamin Bottles Newly Dispensed	integer												
medication	number_of_newly_dispensed_packets	Number Of Newly Dispensed Packets	integer												
medication	number_of_packet_newly_dispensed_first_week	Number Of Packet Newly Dispensed First Week	integer												
medication	number_of_packet_newly_dispensed_last_week	Number Of Packet Newly Dispensed Last Week	integer												
medication	off_deprenyl_8_or_more_days	Off Deprenyl 8 or More Days	boolean												
medication	off_tocopherol_8_or_more_days	Off Tocopherol 8 or More Days	boolean												
medication	ongoing	Is this an ongoing medication?	enum					No | Not Applicable | Not Specified | Yes 							
medication	pd_medication	PD Medication	enum					No | Not Applicable | Yes 							
medication	pd_medication_60days_more	Has The Subject Ever Taken Any Medications For Parkinson's Disease For More Than 60 Days	enum					No | Unknown | Yes 							
medication	pd_medication_initiation	Initiation Of PD Medication	boolean												
medication	prescription_medication_indicator	Indicates whether the patient was taking prescription medication at the time the enrolled in the study.	enum					No | Unknown | Yes 							
medication	prn_monthly_frequency	PRN, average monthly frequency	number												
medication	route_of_admin	Medication Route Of Administration	string												
medication	second_reason_discontinued	2nd Reason Discontinued	enum					Investigator Discontinued Experimental Drug (Record On Form 6000) | Other | Physician Other Than Investigator Discontinued Drug | Subject Discontinued Self 							
medication	sleep_apnea_treatment_type	Text term used to describe the type of treatment the patient is receiving for sleep apnea.	enum					BIPAP | CPAP | Oral device or guard | medication 							
medication	symptom_med_indication_prefilled_pd	Symptomatic Medication Indication - Prefilled PD	string												
medication	taken	Concomitant Medication Taken (none)	enum					None | Some Meds Were Taken 							
medication	taking_amantadine	Is Subject Taking Amantadine	boolean												
medication	taking_azilect	Is Subject Taking Azilect	boolean												
medication	taking_dopamine_agonist	Is Subject Taking A Dopamine Agonist	boolean												
medication	taking_dopamine_agonist_piribedil	Is Subject Taking Piribedil	boolean												
medication	taking_dopamine_agonist_pramipexole	Is Subject Taking Pramipexole	boolean												
medication	taking_dopamine_agonist_ropinirole	Is Subject Taking Ropinirole	boolean												
medication	taking_dopamine_agonist_rotigotine	Is Subject Taking Rotigotine	boolean												
medication	taking_levodopa	Is Subject Taking Levodopa	boolean												
medication	taking_mao_b_inhibitor	Is subject Taking MAO-B inhibitor	boolean												
medication	taking_other_medication	Is Subject Taking Some Other Medication	boolean												
medication	tocopherol_number_missed_doses	Number of missed tocopherol doses	integer												
medication	total_daily_dose	Total Concomitant Medication Daily Dose	number												
medication	total_daily_dose_other	Total Concomitant Medication Daily Dose Other (e.g. 1-80, etc.)	string												
medication	total_daily_dose_units	Total Concomitant Medication Daily Dose Units	string												
medication	total_levodopa_equivalent_dose	Total Levodopa Equivalent Dose. Variable from Levodopa Equivalent Dose Form (totled)	number												
medication	used_symptomatic_med	Used Symptomatic Medication	enum					None | Some Meds Were Taken 							
medication	visit_prior_to_pd_medication_initiation	Visit Prior To PD Medication Initiation	string												
medication	who_drug_code	WHO drug ATC code	string												
medication	who_drug_name	Concomitant Medication Who Drug Name	string												
medication	year_changed	Year medications were changed	integer												
medication	year_discontinued	Year medications were discontinued	integer												
medication	year_dispensed	Year medications were dispensed	integer												
medication	year_drug_discontinuation_info_obtained	Year Drug Discontinuation Info. Obtained	integer												
medication	year_log_entered_updated	Year Log Entered and Updated	integer												
medication	year_multivitamins_started	Year multivitamins started	integer												
medication	year_start_pac_dispensed	Year start pac dispensed	integer												
medication	year_started	Year medications were started	integer												
medication	year_stopped	Year medications were stopped	integer												
medication	year_to_dispense_washout_packet	Year to dispense washout packet	integer												
medication	year_to_start_washout_packet	Year to start washout packet	integer												
clinical_assessment	age_at_assessment	The age of the subject when the assessment was taken in years. See age_at_assessment_gt89 if the age is over 89 years.	integer			89	0								
clinical_assessment	age_at_assessment_gt89	Indicates whether the age of the subject when the assessment was taken is greater than 89 years.	enum					No | Yes 							
clinical_assessment	assessment_class	Classification of the clinical assessment.	string												
clinical_assessment	assessment_name	The name of the clinical assessment.	string												
clinical_assessment	assessment_version	The version of the clinical assessment.	string												
clinical_assessment	total_score	The subject's total score on the assessment.	string												
clinical_assessment	year_of_assessment	The year the asssessment was taken.	integer												
publication	acknowledgements	A list of acknowledgees in the publication.	string												
publication	affiliations	A list of publication author affiliations.	string												
publication	authors	A list of authors on the publication.	string												
publication	citation	The citation for the publication.	string												
publication	contact_info	The contact info for the corresponding author of the publication.	string												
publication	corresponding_author	The corresponding author for the publication.	string												
publication	created_datetime			_definitions.yaml#/datetime											
publication	doi	The DOI of the publication.	string												
publication	id			_definitions.yaml#/UUID											
publication	project_id			_definitions.yaml#/project_id											
publication	publication_id	An standard identification code for a publication (PMID, PMCID, etc.).	string												
publication	publication_title	The title of an association publication.	string												
publication	state			_definitions.yaml#/state											
publication	submitter_id	A project-specific identifier for a node. This property is the calling card/nickname/alias for a unit of submission. It can be used in place of the UUID for identifying or recalling a node.	string												
publication	type	The node_id of this node.	enum					publication 							
publication	updated_datetime			_definitions.yaml#/datetime											
subject	accession	The subject's accession ID or number.	string												
subject	age_at_enrollment	The age of the study subject at enrollment; must be less than 90 years.	integer			89	0								
subject	age_at_enrollment_gt89	The age of the subject at enrollment is greater than 89 years.	enum					No | Yes 							
subject	age_at_immigration	The age of the study subject at immigration, if the age is less than 90 years.	integer			89	0								
subject	birth_year	The subject's birth year.	integer				1928								
subject	collaboration_id	For instances in which multiple institutions use the same patient for their respective studies, this space is used as a place to enter in the deidentified barcode, id, or other identifier for the patient. Work with your collaborators to decide on the patient's id.	string												
subject	days_to_birth	The number of days between the subject's Index Date and the date of birth.	integer			0	-32872								
subject	days_to_immigration	The number of days between the subject's Index Date and the date subject immigrated To North America.	integer												
subject	days_to_lost_to_followup	The number of days between the date used for index and the date the patient was lost to follow-up.	integer												
subject	death_year	The subject's death year.	integer												
subject	ethnicity		enum	_terms.yaml#/ethnicity				Hispanic or Latino | Not Hispanic or Latino | Not Reported | Other (specify) | Unknown 							
subject	ethnicity_other	If 'Other (specify)' was chosen for ethnicity, Ethnicity (free text).	string												
subject	experimental_group	The group into which this subject has been classified for this study.	string												
subject	gender		enum	_terms.yaml#/gender				Female | Male | Not Reported | Unknown | Unspecified 							
subject	handedness	Handedness of the subject.	enum					Left | Mixed | Right 							
subject	index_date	The reference or anchor date used during date obfuscation, where a single date is obscurred by creating one or more date ranges in relation to this date.	enum					Diagnosis | First Patient Visit | Not Reported | Study Enrollment 							
subject	index_event_status	A measure of our confidence that the logitundinal structure of the study is well described as data-defined or via curation.	enum					Data-Derived | Imputed 							
subject	lost_to_followup	A yes/no indicator related to whether a patient was unable to be contacted for follow-up.	enum					No | Not Applicable | Not Reported | Yes 							
subject	place_of_birth	Place of birth or origin.	string												
subject	race		enum	_terms.yaml#/race				American Indian or Alaska Native | Asian | Biracial | Black or African American | Caribbean Indian | Hispanic | Jewish | Lebanese/Non-jewish | Multiracial | Native Hawaiian or Other Pacific Islander | Other (specify) | Unknown | White 							
subject	race_other	If 'Other (specify)' was chosen for race, free text to describe race as collected.	string												
subject	species	Taxonomic species of the subject.	string												
pathology_slide	body_part_examined	What part of the body was studied.	string												
pathology_slide	data_category		string	_terms.yaml#/data_category											
pathology_slide	data_format		string	_terms.yaml#/data_format											
pathology_slide	data_type		string	_terms.yaml#/data_type											
pathology_slide	days_to_image	Days from the case index date to the date the image was acquired.	integer												
pathology_slide	imaging_instrument	The instrument model used to acquire the image.	string												
pathology_slide	magnification	Magnification used to capture the image.	number												
pathology_slide	modality	What mode the imaging instrument was in during image acquisition.	string												
pathology_slide	scan_id	The identification number for a stack of images generated during a single scan.	string												
core_metadata_collection	contributor	An entity responsible for making contributions to the resource. Examples of a Contributor include a person, an organization, or a service. Typically, the name of a Contributor should be used to indicate the entity.	string												
core_metadata_collection	coverage	The spatial or temporal topic of the resource, the spatial applicability of the resource, or the jurisdiction under which the resource is relevant. Spatial topic and spatial applicability may be a named place or a location specified by its geographic coordinates. Temporal topic may be a named period, date, or date range. A jurisdiction may be a named administrative entity or a geographic place to which the resource applies. Recommended best practice is to use a controlled vocabulary such as the Thesaurus of Geographic Names [TGN] (http-//www.getty.edu/research/tools/vocabulary/tgn/index.html). Where appropriate, named places or time periods can be used in preference to numeric identifiers such as sets of coordinates or date ranges.	string												
core_metadata_collection	creator	An entity primarily responsible for making the resource. Examples of a Creator include a person, an organization, or a service. Typically, the name of a Creator should be used to indicate the entity.	string												
core_metadata_collection	data_type	The nature or genre of the resource. Recommended best practice is to use a controlled vocabulary such as the DCMI Type Vocabulary [DCMITYPE]. To describe the file format, physical medium, or dimensions of the resource, use the Format element.	string												
core_metadata_collection	date			_definitions.yaml#/datetime											
core_metadata_collection	description	An account of the resource. Description may include but is not limited to- an abstract, a table of contents, a graphical representation, or a free-text account of the resource.	string												
core_metadata_collection	format	The file format, physical medium, or dimensions of the resource. Examples of dimensions include size and duration. Recommended best practice is to use a controlled vocabulary such as the list of Internet Media Types [MIME] (http-//www.iana.org/assignments/media-types/).	string												
core_metadata_collection	language	A language of the resource. Recommended best practice is to use a controlled vocabulary such as RFC 4646 (http-//www.ietf.org/rfc/rfc4646.txt).	string												
core_metadata_collection	publisher	An entity responsible for making the resource available. Examples of a Publisher include a person, an organization, or a service. Typically, the name of a Publisher should be used to indicate the entity.	string												
core_metadata_collection	relation	A related resource. Recommended best practice is to identify the related resource by means of a string conforming to a formal identification system.	string												
core_metadata_collection	rights	Information about rights held in and over the resource. Typically, rights information includes a statement about various property rights associated with the resource, including intellectual property rights.	string												
core_metadata_collection	source	A related resource from which the described resource is derived. The described resource may be derived from the related resource in whole or in part. Recommended best practice is to identify the related resource by means of a string conforming to a formal identification system.	string												
core_metadata_collection	subject	The topic of the resource. Typically, the subject will be represented using keywords, key phrases, or classification codes. Recommended best practice is to use a controlled vocabulary.	string												
core_metadata_collection	title	A name given to the resource. Typically, a Title will be a name by which the resource is formally known.	string												
